||01|0101|117|030341||||AL|0303.41
||13|1313|067|030312|||0|GA|0303.12
||31|3131|013|951100|||0|NE|9511.00
||72|7272|127|006101||||PR|0061.01
||37|3737|063|001001|||0|NC|0010.01
||18|1818|065|976400||||IN|9764.00
||17|1717|031|190200|||0|IL|1902.00
||12|1212|103|023900||||FL|0239.00
||05|0505|067|480200||||AR|4802.00
||24|2424|027|606706||||MD|6067.06
||04|0404|003|000100||||AZ|0001.00
||48|4848|355|003203||||TX|0032.03
||16|1616|027|021001||||ID|0210.01
||39|3939|061|020741|||0|OH|0207.41
||33|3333|015|055002||||NH|0550.02
||36|3636|081|047800||||NY|0478.00
||45|4545|083|023002|||0|SC|0230.02
||25|2525|017|374200|||0|MA|3742.00
||24|2424|025|303605||||MD|3036.05
||06|0606|037|572201||||CA|5722.01
||33|3333|007|951000||||NH|9510.00
||18|1818|015|959300||||IN|9593.00
||36|3636|047|060800||||NY|0608.00
||17|1717|163|503323|||0|IL|5033.23
||27|2727|099|000200|||0|MN|0002.00
||36|3636|081|042600||||NY|0426.00
||01|0101|055|010900||||AL|0109.00
||19|1919|061|000600|||0|IA|0006.00
||04|0404|013|422302||||AZ|4223.02
||28|2828|033|070412||||MS|0704.12
||36|3636|111|955400||||NY|9554.00
||53|5353|027|001200|||0|WA|0012.00
||37|3737|045|951300|||0|NC|9513.00
||53|5353|011|040411|||0|WA|0404.11
||39|3939|077|915600|||0|OH|9156.00
||47|4747|093|005603|||0|TN|0056.03
||54|5454|055|001200||||WV|0012.00
||48|4848|257|050703||||TX|0507.03
||06|0606|073|017809||||CA|0178.09
||41|4141|013|950200|||0|OR|9502.00
||26|2626|049|013402||||MI|0134.02
||12|1212|086|000216||||FL|0002.16
||45|4545|011|970100|||0|SC|9701.00
||26|2626|125|196100||||MI|1961.00
||24|2424|510|060300||||MD|0603.00
||49|4949|035|113411|||0|UT|1134.11
||47|4747|093|006003|||0|TN|0060.03
||36|3636|081|157903||||NY|1579.03
||06|0606|071|000821||||CA|0008.21
||36|3636|047|041700||||NY|0417.00
||53|5353|019|970100|||0|WA|9701.00
||36|3636|029|008001||||NY|0080.01
||55|5555|025|011700|||0|WI|0117.00
||18|1818|157|010800||||IN|0108.00
||16|1616|031|950500||||ID|9505.00
||12|1212|081|001912||||FL|0019.12
||26|2626|117|970400||||MI|9704.00
||17|1717|097|863903|||0|IL|8639.03
||29|2929|077|005800|||0|MO|0058.00
||06|0606|037|403802||||CA|4038.02
||17|1717|031|020702|||0|IL|0207.02
||39|3939|035|161300|||0|OH|1613.00
||23|2323|019|026500|||0|ME|0265.00
||36|3636|119|001302||||NY|0013.02
||36|3636|103|158317||||NY|1583.17
||40|4040|109|108402||||OK|1084.02
||20|2020|173|005400||||KS|0054.00
||49|4949|035|112920|||0|UT|1129.20
||34|3434|021|003703||||NJ|0037.03
||48|4848|113|014405||||TX|0144.05
||06|0606|037|219902||||CA|2199.02
||36|3636|005|021301||||NY|0213.01
||06|0606|019|003804||||CA|0038.04
||34|3434|017|018400||||NJ|0184.00
||06|0606|073|017014||||CA|0170.14
||48|4848|029|171501||||TX|1715.01
||22|2222|003|950500||||LA|9505.00
||51|5151|027|010500|||0|VA|0105.00
||48|4848|373|210302||||TX|2103.02
||47|4747|137|925100|||0|TN|9251.00
||32|3232|003|003312||||NV|0033.12
||04|0404|013|319908||||AZ|3199.08
||42|4242|091|201006||||PA|2010.06
||06|0606|019|002100||||CA|0021.00
||06|0606|037|265602||||CA|2656.02
||34|3434|021|003400||||NJ|0034.00
||24|2424|031|701206||||MD|7012.06
||13|1313|153|020800|||0|GA|0208.00
||08|0808|059|011202||||CO|0112.02
||48|4848|363|000300||||TX|0003.00
||31|3131|035|962200|||0|NE|9622.00
||42|4242|125|771100||||PA|7711.00
||48|4848|309|004000||||TX|0040.00
||31|3131|055|007439|||0|NE|0074.39
||13|1313|073|030506|||0|GA|0305.06
||45|4545|019|002611|||0|SC|0026.11
||48|4848|355|003306||||TX|0033.06
||27|2727|149|480300|||0|MN|4803.00
||39|3939|099|804200|||0|OH|8042.00
||17|1717|019|000800|||0|IL|0008.00
||39|3939|113|020100|||0|OH|0201.00
||06|0606|071|000118||||CA|0001.18
||54|5454|033|032101||||WV|0321.01
||48|4848|141|004106||||TX|0041.06
||23|2323|013|970300|||0|ME|9703.00
||06|0606|031|001001||||CA|0010.01
||48|4848|303|001804||||TX|0018.04
||18|1818|123|952600||||IN|9526.00
||51|5151|059|491401|||0|VA|4914.01
||55|5555|113|100500|||0|WI|1005.00
||53|5353|035|090800|||0|WA|0908.00
||37|3737|021|000900|||0|NC|0009.00
||34|3434|031|216702||||NJ|2167.02
||13|1313|139|000203|||0|GA|0002.03
||10|1010|003|002400||||DE|0024.00
||51|5151|179|010213|||0|VA|0102.13
||06|0606|111|005304||||CA|0053.04
||26|2626|099|256400||||MI|2564.00
||12|1212|103|028300||||FL|0283.00
||18|1818|105|000501||||IN|0005.01
||36|3636|027|410000||||NY|4100.00
||49|4949|035|111102|||0|UT|1111.02
||39|3939|035|151400|||0|OH|1514.00
||45|4545|079|011304|||0|SC|0113.04
||36|3636|081|142900||||NY|1429.00
||48|4848|029|172003||||TX|1720.03
||72|7272|033|020403||||PR|0204.03
||34|3434|011|040400||||NJ|0404.00
||72|7272|123|952600||||PR|9526.00
||32|3232|003|002604||||NV|0026.04
||17|1717|031|821001|||0|IL|8210.01
||42|4242|017|100401||||PA|1004.01
||21|2121|067|002002|||0|KY|0020.02
||13|1313|301|970500|||0|GA|9705.00
||01|0101|097|006701||||AL|0067.01
||20|2020|091|053202||||KS|0532.02
||48|4848|321|730201||||TX|7302.01
||06|0606|085|507808||||CA|5078.08
||47|4747|093|003902|||0|TN|0039.02
||48|4848|329|001500||||TX|0015.00
||42|4242|019|912402||||PA|9124.02
||42|4242|079|214900||||PA|2149.00
||36|3636|027|120000||||NY|1200.00
||55|5555|079|018000|||0|WI|0180.00
||51|5151|760|050100|||0|VA|0501.00
||12|1212|103|026912||||FL|0269.12
||27|2727|059|130301|||0|MN|1303.01
||19|1919|153|000801|||0|IA|0008.01
||55|5555|101|000600|||0|WI|0006.00
||21|2121|109|960100|||0|KY|9601.00
||39|3939|061|021572|||0|OH|0215.72
||42|4242|107|000500||||PA|0005.00
||12|1212|057|012209||||FL|0122.09
||42|4242|101|009500||||PA|0095.00
||42|4242|015|951200||||PA|9512.00
||17|1717|081|051100|||0|IL|0511.00
||18|1818|085|960900||||IN|9609.00
||48|4848|113|018900||||TX|0189.00
||17|1717|111|871109|||0|IL|8711.09
||09|0909|009|348122||||CT|3481.22
||53|5353|053|072308|||0|WA|0723.08
||26|2626|163|556600||||MI|5566.00
||31|3131|109|003608|||0|NE|0036.08
||27|2727|123|040302|||0|MN|0403.02
||17|1717|031|806001|||0|IL|8060.01
||42|4242|027|981202||||PA|9812.02
||12|1212|101|030205||||FL|0302.05
||18|1818|097|357000||||IN|3570.00
||36|3636|047|087800||||NY|0878.00
||13|1313|095|010403|||0|GA|0104.03
||12|1212|001|001801||||FL|0018.01
||45|4545|019|004800|||0|SC|0048.00
||51|5151|810|044807|||0|VA|0448.07
||48|4848|061|010302||||TX|0103.02
||26|2626|077|006102||||MI|0061.02
||19|1919|061|010103|||0|IA|0101.03
||53|5353|061|050500|||0|WA|0505.00
||06|0606|037|910813||||CA|9108.13
||48|4848|377|950100||||TX|9501.00
||51|5151|073|100201|||0|VA|1002.01
||06|0606|037|101400||||CA|1014.00
||22|2222|107|000300||||LA|0003.00
||45|4545|027|960400|||0|SC|9604.00
||39|3939|139|001800|||0|OH|0018.00
||48|4848|001|951100||||TX|9511.00
||12|1212|011|070312||||FL|0703.12
||55|5555|025|000504|||0|WI|0005.04
||24|2424|025|303606||||MD|3036.06
||48|4848|029|150600||||TX|1506.00
||06|0606|067|002200||||CA|0022.00
||32|3232|005|001900||||NV|0019.00
||24|2424|005|452400||||MD|4524.00
||48|4848|439|106201||||TX|1062.01
||17|1717|021|958800|||0|IL|9588.00
||32|3232|003|005320||||NV|0053.20
||06|0606|071|000604||||CA|0006.04
||39|3939|035|117500|||0|OH|1175.00
||06|0606|037|224320||||CA|2243.20
||22|2222|119|031300||||LA|0313.00
||28|2828|039|950301||||MS|9503.01
||42|4242|077|005505||||PA|0055.05
||06|0606|029|002817||||CA|0028.17
||37|3737|067|002801|||0|NC|0028.01
||29|2929|099|700113|||0|MO|7001.13
||12|1212|099|007836||||FL|0078.36
||48|4848|477|170300||||TX|1703.00
||20|2020|209|042002||||KS|0420.02
||06|0606|107|000201||||CA|0002.01
||01|0101|125|012305||||AL|0123.05
||22|2222|071|003302||||LA|0033.02
||41|4141|051|008500|||0|OR|0085.00
||21|2121|151|010901|||0|KY|0109.01
||25|2525|009|253100|||0|MA|2531.00
||04|0404|015|953100||||AZ|9531.00
||06|0606|071|001808||||CA|0018.08
||39|3939|093|095100|||0|OH|0951.00
||22|2222|049|970200||||LA|9702.00
||37|3737|119|005619|||0|NC|0056.19
||13|1313|135|050605|||0|GA|0506.05
||42|4242|079|211302||||PA|2113.02
||21|2121|111|010406|||0|KY|0104.06
||39|3939|099|801700|||0|OH|8017.00
||17|1717|089|852806|||0|IL|8528.06
||40|4040|109|108530||||OK|1085.30
||06|0606|073|018300||||CA|0183.00
||47|4747|093|002200|||0|TN|0022.00
||13|1313|117|130503|||0|GA|1305.03
||48|4848|201|555501||||TX|5555.01
||12|1212|033|003613||||FL|0036.13
||12|1212|103|020206||||FL|0202.06
||13|1313|067|030224|||0|GA|0302.24
||09|0909|009|345202||||CT|3452.02
||46|4646|127|020300||||SD|0203.00
||48|4848|453|000500||||TX|0005.00
||42|4242|077|007000||||PA|0070.00
||17|1717|031|191000|||0|IL|1910.00
||06|0606|067|008512||||CA|0085.12
||06|0606|097|152501||||CA|1525.01
||20|2020|177|001100||||KS|0011.00
||55|5555|005|000200|||0|WI|0002.00
||55|5555|133|203802|||0|WI|2038.02
||42|4242|029|304501||||PA|3045.01
||09|0909|003|481300||||CT|4813.00
||26|2626|125|129000||||MI|1290.00
||17|1717|197|881401|||0|IL|8814.01
||47|4747|157|005500|||0|TN|0055.00
||17|1717|031|824505|||0|IL|8245.05
||37|3737|153|971100|||0|NC|9711.00
||17|1717|043|845808|||0|IL|8458.08
||12|1212|053|040302||||FL|0403.02
||39|3939|095|008203|||0|OH|0082.03
||42|4242|049|011001||||PA|0110.01
||72|7272|047|530400||||PR|5304.00
||30|3030|029|000203||||MT|0002.03
||13|1313|067|030209|||0|GA|0302.09
||26|2626|135|970300||||MI|9703.00
||23|2323|005|004802|||0|ME|0048.02
||22|2222|093|040400||||LA|0404.00
||41|4141|051|008100|||0|OR|0081.00
||19|1919|007|950100|||0|IA|9501.00
||36|3636|081|050700||||NY|0507.00
||28|2828|071|950302||||MS|9503.02
||26|2626|163|542500||||MI|5425.00
||53|5353|043|960300|||0|WA|9603.00
||36|3636|083|051800||||NY|0518.00
||37|3737|067|004005|||0|NC|0040.05
||48|4848|355|005406||||TX|0054.06
||06|0606|065|046200||||CA|0462.00
||18|1818|089|042607||||IN|0426.07
||06|0606|001|423901||||CA|4239.01
||13|1313|315|960200|||0|GA|9602.00
||18|1818|057|110511||||IN|1105.11
||39|3939|049|006340|||0|OH|0063.40
||05|0505|115|951400||||AR|9514.00
||12|1212|081|000306||||FL|0003.06
||19|1919|013|001701|||0|IA|0017.01
||44|4444|007|013900||||RI|0139.00
||18|1818|179|040700||||IN|0407.00
||24|2424|005|411406||||MD|4114.06
||04|0404|015|953800||||AZ|9538.00
||27|2727|031|480100|||0|MN|4801.00
||12|1212|103|021900||||FL|0219.00
||26|2626|161|410300||||MI|4103.00
||27|2727|037|060711|||0|MN|0607.11
||27|2727|157|490100|||0|MN|4901.00
||42|4242|101|027902||||PA|0279.02
||35|3535|051|962200|||0|NM|9622.00
||26|2626|049|012311||||MI|0123.11
||45|4545|029|990100|||0|SC|9901.00
||08|0808|123|001905||||CO|0019.05
||56|5656|029|965500||||WY|9655.00
||19|1919|023|070200|||0|IA|0702.00
||39|3939|113|004400|||0|OH|0044.00
||15|1515|003|000903||||HI|0009.03
||27|2727|021|940001|||0|MN|9400.01
||06|0606|073|014602||||CA|0146.02
||54|5454|093|965400||||WV|9654.00
||36|3636|055|003700||||NY|0037.00
||17|1717|097|863601|||0|IL|8636.01
||47|4747|187|050303|||0|TN|0503.03
||15|1515|009|031405||||HI|0314.05
||06|0606|037|480803||||CA|4808.03
||36|3636|061|028500||||NY|0285.00
||72|7272|127|003400||||PR|0034.00
||34|3434|025|803600||||NJ|8036.00
||36|3636|069|051900||||NY|0519.00
||20|2020|033|967600||||KS|9676.00
||06|0606|075|025701||||CA|0257.01
||42|4242|129|801001||||PA|8010.01
||25|2525|023|507104|||0|MA|5071.04
||36|3636|087|012502||||NY|0125.02
||48|4848|201|432300||||TX|4323.00
||56|5656|033|000400||||WY|0004.00
||51|5151|059|480505|||0|VA|4805.05
||13|1313|185|011000|||0|GA|0110.00
||04|0404|003|000302||||AZ|0003.02
||26|2626|111|291500||||MI|2915.00
||37|3737|081|011200|||0|NC|0112.00
||06|0606|077|004201||||CA|0042.01
||12|1212|099|006602||||FL|0066.02
||51|5151|650|011800|||0|VA|0118.00
||19|1919|021|960400|||0|IA|9604.00
||06|0606|071|000812||||CA|0008.12
||06|0606|007|002602||||CA|0026.02
||21|2121|119|960200|||0|KY|9602.00
||55|5555|101|001706|||0|WI|0017.06
||06|0606|037|104320||||CA|1043.20
||44|4444|003|022201||||RI|0222.01
||17|1717|031|826100|||0|IL|8261.00
||36|3636|093|032902||||NY|0329.02
||12|1212|095|015103||||FL|0151.03
||42|4242|001|030800||||PA|0308.00
||37|3737|195|000100|||0|NC|0001.00
||48|4848|173|950100||||TX|9501.00
||48|4848|039|660801||||TX|6608.01
||25|2525|023|502200|||0|MA|5022.00
||15|1515|003|980700||||HI|9807.00
||13|1313|051|010700|||0|GA|0107.00
||41|4141|039|005300|||0|OR|0053.00
||19|1919|061|001202|||0|IA|0012.02
||26|2626|123|970100||||MI|9701.00
||06|0606|077|001101||||CA|0011.01
||06|0606|037|900900||||CA|9009.00
||06|0606|107|001302||||CA|0013.02
||48|4848|201|232402||||TX|2324.02
||38|3838|067|950200||||ND|9502.00
||06|0606|059|021827||||CA|0218.27
||37|3737|183|052409|||0|NC|0524.09
||25|2525|019|950400|||0|MA|9504.00
||17|1717|197|880414|||0|IL|8804.14
||55|5555|079|017500|||0|WI|0175.00
||13|1313|071|970300|||0|GA|9703.00
||37|3737|061|090400|||0|NC|0904.00
||42|4242|101|000300||||PA|0003.00
||49|4949|057|211000|||0|UT|2110.00
||42|4242|101|035800||||PA|0358.00
||42|4242|101|030700||||PA|0307.00
||24|2424|031|701408||||MD|7014.08
||05|0505|125|010407||||AR|0104.07
||37|3737|147|001402|||0|NC|0014.02
||45|4545|041|000101|||0|SC|0001.01
||06|0606|077|000900||||CA|0009.00
||17|1717|197|880111|||0|IL|8801.11
||04|0404|027|001004||||AZ|0010.04
||19|1919|145|490100|||0|IA|4901.00
||08|0808|041|004402||||CO|0044.02
||06|0606|037|910709||||CA|9107.09
||06|0606|073|005300||||CA|0053.00
||48|4848|245|006400||||TX|0064.00
||17|1717|143|003000|||0|IL|0030.00
||06|0606|019|005911||||CA|0059.11
||06|0606|073|022100||||CA|0221.00
||26|2626|099|260000||||MI|2600.00
||21|2121|015|070305|||0|KY|0703.05
||01|0101|055|010602||||AL|0106.02
||48|4848|215|020302||||TX|0203.02
||28|2828|113|950102||||MS|9501.02
||17|1717|031|801601|||0|IL|8016.01
||17|1717|097|861508|||0|IL|8615.08
||12|1212|113|010811||||FL|0108.11
||21|2121|043|960600|||0|KY|9606.00
||13|1313|135|050529|||0|GA|0505.29
||72|7272|031|050231||||PR|0502.31
||55|5555|087|940000|||0|WI|9400.00
||06|0606|071|003404||||CA|0034.04
||42|4242|037|050700||||PA|0507.00
||36|3636|007|013800||||NY|0138.00
||29|2929|510|102200|||0|MO|1022.00
||13|1313|017|960200|||0|GA|9602.00
||48|4848|007|990000||||TX|9900.00
||54|5442|069|002200||||WV|0022.00
||47|4747|111|970300|||0|TN|9703.00
||54|5454|055|001000||||WV|0010.00
||37|3737|183|053524|||0|NC|0535.24
||05|0505|039|970300||||AR|9703.00
||55|5555|087|010100|||0|WI|0101.00
||45|4545|045|004200|||0|SC|0042.00
||36|3636|103|158009||||NY|1580.09
||12|1212|103|024302||||FL|0243.02
||22|2222|123|000300||||LA|0003.00
||48|4848|309|003601||||TX|0036.01
||51|5151|700|032132|||0|VA|0321.32
||02|0202|282|000100||||AK|0001.00
||51|5151|059|460300|||0|VA|4603.00
||42|4242|043|024102||||PA|0241.02
||34|3434|027|044403||||NJ|0444.03
||08|0808|041|002300||||CO|0023.00
||36|3636|005|019700||||NY|0197.00
||06|0606|081|605600||||CA|6056.00
||04|0404|013|610400||||AZ|6104.00
||36|3636|007|012800||||NY|0128.00
||39|3939|099|813500|||0|OH|8135.00
||06|0606|085|504001||||CA|5040.01
||18|1818|089|021800||||IN|0218.00
||47|4747|093|004900|||0|TN|0049.00
||25|2525|013|800900|||0|MA|8009.00
||53|5353|033|011401|||0|WA|0114.01
||39|3939|025|041702|||0|OH|0417.02
||13|1313|089|023412|||0|GA|0234.12
||17|1717|031|191302|||0|IL|1913.02
||42|4242|079|216800||||PA|2168.00
||37|3737|081|010404|||0|NC|0104.04
||18|1818|157|000400||||IN|0004.00
||12|1212|019|030802||||FL|0308.02
||06|0606|075|016000||||CA|0160.00
||26|2626|009|960700||||MI|9607.00
||47|4747|065|010103|||0|TN|0101.03
||06|0606|081|610302||||CA|6103.02
||25|2525|027|718100|||0|MA|7181.00
||40|4040|143|009006||||OK|0090.06
||36|3636|103|145807||||NY|1458.07
||48|4848|201|521600||||TX|5216.00
||37|3737|057|060601|||0|NC|0606.01
||36|3636|029|012300||||NY|0123.00
||72|7272|054|580200||||PR|5802.00
||17|1717|201|000506|||0|IL|0005.06
||01|0101|083|020900||||AL|0209.00
||06|0606|031|000405||||CA|0004.05
||36|3636|059|304204||||NY|3042.04
||55|5555|133|203306|||0|WI|2033.06
||12|1212|011|110307||||FL|1103.07
||36|3636|047|038500||||NY|0385.00
||48|4848|201|420400||||TX|4204.00
||36|3636|009|961700||||NY|9617.00
||12|1212|071|040118||||FL|0401.18
||39|3939|049|008312|||0|OH|0083.12
||04|0404|013|108502||||AZ|1085.02
||36|3636|083|040400||||NY|0404.00
||41|4141|039|990000|||0|OR|9900.00
||20|2020|173|007700||||KS|0077.00
||48|4848|167|726200||||TX|7262.00
||42|4242|085|031900||||PA|0319.00
||42|4242|091|207003||||PA|2070.03
||53|5353|033|022801|||0|WA|0228.01
||45|4545|077|010602|||0|SC|0106.02
||21|2121|111|010316|||0|KY|0103.16
||55|5555|087|012901|||0|WI|0129.01
||47|4747|093|003000|||0|TN|0030.00
||36|3636|085|022800||||NY|0228.00
||34|3434|023|000404||||NJ|0004.04
||72|7272|021|031011||||PR|0310.11
||39|3939|017|011121|||0|OH|0111.21
||40|4040|059|952100||||OK|9521.00
||48|4848|141|010344||||TX|0103.44
||06|0606|059|021822||||CA|0218.22
||39|3939|139|002500|||0|OH|0025.00
||12|1212|033|001401||||FL|0014.01
||04|0404|019|003400||||AZ|0034.00
||47|4747|037|010501|||0|TN|0105.01
||25|2525|027|761300|||0|MA|7613.00
||39|3939|061|023100|||0|OH|0231.00
||72|7272|127|007600||||PR|0076.00
||51|5151|059|430102|||0|VA|4301.02
||36|3636|119|011300||||NY|0113.00
||06|0606|073|009102||||CA|0091.02
||06|0606|037|237500||||CA|2375.00
||17|1717|031|822302|||0|IL|8223.02
||36|3636|059|410800||||NY|4108.00
||24|2424|510|220100||||MD|2201.00
||12|1212|011|060700||||FL|0607.00
||08|0808|059|010502||||CO|0105.02
||25|2525|013|801901|||0|MA|8019.01
||06|0606|081|605100||||CA|6051.00
||18|1818|087|970200||||IN|9702.00
||39|3939|089|756800|||0|OH|7568.00
||34|3434|025|800702||||NJ|8007.02
||26|2626|125|175200||||MI|1752.00
||26|2626|155|030100||||MI|0301.00
||06|0606|059|021824||||CA|0218.24
||34|3434|039|031200||||NJ|0312.00
||06|0606|001|402400||||CA|4024.00
||25|2525|021|412300|||0|MA|4123.00
||06|0606|111|006400||||CA|0064.00
||01|0101|077|011101||||AL|0111.01
||06|0606|073|013702||||CA|0137.02
||06|0606|053|011604||||CA|0116.04
||08|0808|031|004102||||CO|0041.02
||25|2525|013|801603|||0|MA|8016.03
||36|3636|055|012401||||NY|0124.01
||06|0606|001|433300||||CA|4333.00
||32|3232|003|003636||||NV|0036.36
||13|1313|089|022005|||0|GA|0220.05
||16|1616|043|970200||||ID|9702.00
||12|1212|011|010604||||FL|0106.04
||06|0606|067|004502||||CA|0045.02
||32|3232|003|001709||||NV|0017.09
||27|2727|123|040707|||0|MN|0407.07
||51|5151|800|075102|||0|VA|0751.02
||34|3434|019|011900||||NJ|0119.00
||51|5151|107|610505|||0|VA|6105.05
||25|2525|017|356300|||0|MA|3563.00
||13|1313|275|961100|||0|GA|9611.00
||53|5353|065|951400|||0|WA|9514.00
||06|0606|085|512021||||CA|5120.21
||47|4747|029|920501|||0|TN|9205.01
||05|0505|145|070402||||AR|0704.02
||39|3939|049|009372|||0|OH|0093.72
||19|1919|013|001000|||0|IA|0010.00
||06|0606|037|406800||||CA|4068.00
||25|2525|027|749200|||0|MA|7492.00
||04|0404|013|106701||||AZ|1067.01
||45|4545|031|011100|||0|SC|0111.00
||04|0404|013|092311||||AZ|0923.11
||11|1111|001|007809|||0|DC|0078.09
||12|1212|009|060500||||FL|0605.00
